Proposal Name,Name,Unit Type,No of Desks,Centre: Name,Contract Number,Status,Account Name,Account Owner,Centre,Duplicate Check
NCR/GC/02337/1,NCR/GC/PS/06/061,Private Studio,174,Gurgaon Central,2421,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03025/1,NCR/GC/DD/01/035,Dedicated Desk,2,Gurgaon Central,2423,Activated,Infinia Corporate Solutions Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/011,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02205/1,NCR/GC/CP/B1/003,Car Parking,0,Gurgaon Central,1818,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02205/1,NCR/GC/CP/B1/004,Car Parking,0,Gurgaon Central,1818,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02205/1,NCR/GC/CP/B1/005,Car Parking,0,Gurgaon Central,1818,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02205/1,NCR/GC/CP/B1/006,Car Parking,0,Gurgaon Central,1818,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02204/2,NCR/GC/PS/06/056,Private Studio,8,Gurgaon Central,1870,Activated,ABBKUS (OPC) PRIVATE LIMITED,Khushboo Parakh,Gurgaon Central,
NCR/GC/02205/1,NCR/GC/BP/B1/054.1,Bike Parking,0,Gurgaon Central,1818,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02205/1,NCR/GC/BP/B1/054.2,Bike Parking,0,Gurgaon Central,1818,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02205/1,NCR/GC/BP/B1/054.3,Bike Parking,0,Gurgaon Central,1818,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02210/1,NCR/GC/DD/01/026,Dedicated Desk,20,Gurgaon Central,1842,Activated,Labib Mobinets Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02210/1,NCR/GC/DD/01/027,Dedicated Desk,20,Gurgaon Central,1842,Activated,Labib Mobinets Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02210/1,NCR/GC/DD/01/028,Dedicated Desk,20,Gurgaon Central,1842,Activated,Labib Mobinets Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02210/1,NCR/GC/DD/01/029,Dedicated Desk,20,Gurgaon Central,1842,Activated,Labib Mobinets Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02210/1,NCR/GC/PS/01/017,Private Studio,20,Gurgaon Central,1842,Activated,Labib Mobinets Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02204/2,NCR/GC/CP/B1/008,Car Parking,8,Gurgaon Central,1870,Activated,ABBKUS (OPC) PRIVATE LIMITED,Khushboo Parakh,Gurgaon Central,
NCR/GC/02550/1,NCR/GC/PS/06/037,Private Studio,2,Gurgaon Central,2090,Activated,Angad Talwar,Khushboo Parakh,Gurgaon Central,
NCR/GC/02550/1,NCR/GC/PS/06/038,Private Studio,2,Gurgaon Central,2090,Activated,Angad Talwar,Khushboo Parakh,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/BP/B1/055.1,Bike Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/BP/B1/055.2,Bike Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/BP/B1/055.3,Bike Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/BP/B1/056.1,Bike Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/015,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/016,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/017,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/018,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/019,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/020,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/021,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/022,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/023,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/024,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03059/2,NCR/GC/CP/B1/025,Car Parking,0,Gurgaon Central,2473,Activated,Cvent India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02371/1,NCR/GC/PS/06/057,Private Studio,3,Gurgaon Central,2099,Activated,Ayana Renewable Power Pvt Ltd,Arjun Gulati,Gurgaon Central,
NCR/GC/02300/1,NCR/GC/PS/06/033,Private Studio,3,Gurgaon Central,1894,Activated,Sumaaroh Productions Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02300/1,NCR/GC/PS/06/039,Private Studio,3,Gurgaon Central,1894,Activated,Sumaaroh Productions Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02329/2,NCR/GC/CP/B1/007,Car Parking,0,Gurgaon Central,1920,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02891/1,NCR/GC/DD/01/053,Dedicated Desk,3,Gurgaon Central,2347,Activated,Purple Sketch Digital,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02891/1,NCR/GC/DD/01/054,Dedicated Desk,3,Gurgaon Central,2347,Activated,Purple Sketch Digital,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02891/1,NCR/GC/DD/01/052,Dedicated Desk,3,Gurgaon Central,2347,Activated,Purple Sketch Digital,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02382/1,NCR/GC/PS/06/034,Private Studio,2,Gurgaon Central,1963,Activated,Singhi Advisors & Financial Services LLP,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02382/1,NCR/GC/PS/06/035,Private Studio,2,Gurgaon Central,1963,Activated,Singhi Advisors & Financial Services LLP,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/006,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/007,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/008,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/009,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/013,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/014,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/015,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/016,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/PS/00/005,Private Studio,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/006,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/007,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/008,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/009,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/010,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/011,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/012,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/013,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/014,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/015,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/016,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/017,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/018,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02413/1,NCR/GC/DD/00/019,Dedicated Desk,191,Gurgaon Central,2150,Activated,Luxeva India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02432/1,NCR/GC/PS/06/029,Private Studio,7,Gurgaon Central,2005,Activated,DEININGER Management Consultants Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02432/1,NCR/GC/PS/06/030,Private Studio,7,Gurgaon Central,2005,Activated,DEININGER Management Consultants Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02432/1,NCR/GC/PS/06/031,Private Studio,7,Gurgaon Central,2005,Activated,DEININGER Management Consultants Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02432/1,Telephony,Telephony,7,Gurgaon Central,2005,Activated,DEININGER Management Consultants Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02432/1,NCR/GC/CP/B1/009,Car Parking,7,Gurgaon Central,2005,Activated,DEININGER Management Consultants Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02432/1,NCR/GC/BP/B1/054.4,Bike Parking,7,Gurgaon Central,2005,Activated,DEININGER Management Consultants Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02456/1,NCR/GC/DD/01/030,Dedicated Desk,5,Gurgaon Central,2017,Activated,Feministaa,Rumpa Das,Gurgaon Central,
NCR/GC/02456/1,NCR/GC/DD/01/031,Dedicated Desk,5,Gurgaon Central,2017,Activated,Feministaa,Rumpa Das,Gurgaon Central,
NCR/GC/02456/1,NCR/GC/DD/01/032,Dedicated Desk,5,Gurgaon Central,2017,Activated,Feministaa,Rumpa Das,Gurgaon Central,
NCR/GC/02456/1,NCR/GC/DD/01/033,Dedicated Desk,5,Gurgaon Central,2017,Activated,Feministaa,Rumpa Das,Gurgaon Central,
NCR/GC/02456/1,NCR/GC/DD/01/034,Dedicated Desk,5,Gurgaon Central,2017,Activated,Feministaa,Rumpa Das,Gurgaon Central,
NCR/GC/02457/1,NCR/GC/DD/01/023,Dedicated Desk,1,Gurgaon Central,2016,Activated,Singhi Advisors & Financial Services LLP,Dhruv Agarwal,Gurgaon Central,
NCR/GC/03140/1,NCR/GC/PS/01/024,Private Studio,12,Gurgaon Central,2490,Activated,Avidsecure India Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/013,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/014,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/015,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/016,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/017,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/018,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/019,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/005,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/006,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/007,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/008,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/009,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/010,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/011,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02366/1,NCR/GC/DD/06/012,Dedicated Desk,15,Gurgaon Central,2449,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,Gurgaon Central,
NCR/GC/02529/1,NCR/GC/CP/B1/009,Car Parking,0,Gurgaon Central,2079,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/03083/1,NCR/GC/DD/06/020,Dedicated Desk,1,Gurgaon Central,2454,Activated,Sparks & Gs Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/02896/1,NCR/GC/DD/01/024,Dedicated Desk,1,Gurgaon Central,2354,Activated,Sileng Manufacturing India Pvt Ltd,Khushboo Parakh,Gurgaon Central,
NCR/GC/02917/1,NCR/GC/PS/06/028,Private Studio,29,Gurgaon Central,2369,Activated,I Port Technologies Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/03083/1,NCR/GC/CP/B1/014,Car Parking,1,Gurgaon Central,2454,Activated,Sparks & Gs Private Limited,Khushboo Parakh,Gurgaon Central,
NCR/GC/03025/1,NCR/GC/DD/01/025,Dedicated Desk,2,Gurgaon Central,2423,Activated,Infinia Corporate Solutions Private Limited,Dhruv Agarwal,Gurgaon Central,
NCR/GC/02628/1,NCR/GC/PS/01/018,Private Studio,8,Gurgaon Central,2508,Activated,R M Consultancy LLP,Arjun Gulati,Gurgaon Central,
BLR/RR/02676/1,BLR/RR/DD/02/020,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/021,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/022,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/023,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/024,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/025,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/026,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/027,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/028,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/029,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/030,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/031,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/032,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/033,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/034,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/035,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/036,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/037,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/038,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/DD/02/039,Dedicated Desk,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02676/1,BLR/RR/CL/00/001,Lounge,21,Residency Road,2303,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02879/1,BLR/RR/DD/01/001,Dedicated Desk,5,Residency Road,2356,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,Residency Road,
BLR/RR/02879/1,BLR/RR/DD/01/002,Dedicated Desk,5,Residency Road,2356,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,Residency Road,
BLR/RR/02879/1,BLR/RR/DD/01/003,Dedicated Desk,5,Residency Road,2356,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,Residency Road,
BLR/RR/02879/1,BLR/RR/DD/01/004,Dedicated Desk,5,Residency Road,2356,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,Residency Road,
BLR/RR/02879/1,BLR/RR/DD/01/005,Dedicated Desk,5,Residency Road,2356,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,Residency Road,
BLR/RR/02868/4,BLR/RR/PS/02/036,Private Studio,2,Residency Road,2343,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/RR/02868/4,BLR/RR/PS/02/037,Private Studio,2,Residency Road,2343,Activated,Fyle Technologies Private Limited,Jithin Raj,Residency Road,
BLR/EW/01729/1,BLR/EW/FD/00/008,Flexible Desk,1,RMZ EcoWorld,1414,Activated,Financial Advisory,Raghu Ram,RMZ EcoWorld,
BLR/EW/01778/1,BLR/EW/FD/00/009,Flexible Desk,1,RMZ EcoWorld,1436,Activated,Hypershift Innovation Private Limited,Raghu Ram,RMZ EcoWorld,
MUM/BC/02826/1,MUM/BC/FD/02/028,Flexible Desk,3,CoWrks Worli,2453,Activated,Prinseps Auctions (P) Ltd,Sneha Khemani,CoWrks Worli,2
BLR/EW/01986/2,BLR/EW/VO/00/004,Virtual Office,0,RMZ EcoWorld,1625,Activated,Resurgent Business Pvt Ltd,Rumpa Das,RMZ EcoWorld,
MUM/BC/02230/1,MUM/BC/FD/02/028,Flexible Desk,1,CoWrks Worli,2186,Activated,Vikram Bhatt Consultants,Sneha Khemani,CoWrks Worli,2
BLR/EW/01839/1,BLR/EW/FD/01/001,Flexible Desk,1,RMZ EcoWorld,1486,Activated,Varun Mehta,Rumpa Das,RMZ EcoWorld,
BLR/EW/01861/4,BLR/EW/VO/00/003,Virtual Office,0,RMZ EcoWorld,1502,Activated,SpicaWorks India Private Limited,Raksha Hegde,RMZ EcoWorld,
BLR/EW/01857/1,BLR/EW/CPB1/243.1,Bike Parking,0,RMZ EcoWorld,1498,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01857/1,BLR/EW/CPB1/244.1,Bike Parking,0,RMZ EcoWorld,1498,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01859/1,Virtual Office - EW,Virtual Office,0,RMZ EcoWorld,1668,Activated,Kavvedh Solutions Pvt Ltd,Raksha Hegde,RMZ EcoWorld,
BLR/EW/01852/1,BLR/EW/CPB2/26,Car Parking,0,RMZ EcoWorld,1499,Activated,FINNABLE CREDIT PRIVATE LIMITED,Rumpa Das,RMZ EcoWorld,
BLR/EW/01852/1,BLR/EW/CPB2/27,Car Parking,0,RMZ EcoWorld,1499,Activated,FINNABLE CREDIT PRIVATE LIMITED,Rumpa Das,RMZ EcoWorld,
BLR/EW/01304/1,BLR/EW/DD/02/088,Dedicated Desk,6,RMZ EcoWorld,1510,Activated,Lagom Labs Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01304/1,BLR/EW/DD/02/089,Dedicated Desk,6,RMZ EcoWorld,1510,Activated,Lagom Labs Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01304/1,BLR/EW/DD/02/090,Dedicated Desk,6,RMZ EcoWorld,1510,Activated,Lagom Labs Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01304/1,BLR/EW/DD/02/091,Dedicated Desk,6,RMZ EcoWorld,1510,Activated,Lagom Labs Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01304/1,BLR/EW/DD/02/092,Dedicated Desk,6,RMZ EcoWorld,1510,Activated,Lagom Labs Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01304/1,BLR/EW/DD/02/093,Dedicated Desk,6,RMZ EcoWorld,1510,Activated,Lagom Labs Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01866/1,BLR/EW/PS/02/058,Private Studio,10,RMZ EcoWorld,1598,Activated,Decurtis Software Solutions Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/01898/1,BLR/EW/CPGF/149.1,Bike Parking,0,RMZ EcoWorld,1549,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01898/1,BLR/EW/CPGF/149.2,Bike Parking,0,RMZ EcoWorld,1549,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01833/1,Telephony,Telephony,12,RMZ EcoWorld,1554,Activated,Visteon Technical and Services Centre Pvt.Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01833/1,BLR/EW/CPB2/977,Car Parking,12,RMZ EcoWorld,1554,Activated,Visteon Technical and Services Centre Pvt.Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01833/1,BLR/EW/CPB2/978,Car Parking,12,RMZ EcoWorld,1554,Activated,Visteon Technical and Services Centre Pvt.Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01833/1,BLR/EW/CPB2/979,Car Parking,12,RMZ EcoWorld,1554,Activated,Visteon Technical and Services Centre Pvt.Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01833/1,BLR/EW/CPB2/980,Car Parking,12,RMZ EcoWorld,1554,Activated,Visteon Technical and Services Centre Pvt.Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01833/1,BLR/EW/PS/02/043,Private Studio,12,RMZ EcoWorld,1554,Activated,Visteon Technical and Services Centre Pvt.Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01833/1,BLR/EW/PS/02/046,Private Studio,12,RMZ EcoWorld,1554,Activated,Visteon Technical and Services Centre Pvt.Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01908/1,BLR/EW/PS/02/023,Private Studio,12,RMZ EcoWorld,1915,Activated,True Caller International LLP,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01822/1,BLR/EW/FD/01/010,Flexible Desk,4,RMZ EcoWorld,1587,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/01822/1,BLR/EW/FD/01/020,Flexible Desk,4,RMZ EcoWorld,1587,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/01822/1,BLR/EW/FD/01/021,Flexible Desk,4,RMZ EcoWorld,1587,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/01822/1,BLR/EW/FD/01/022,Flexible Desk,4,RMZ EcoWorld,1587,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/01822/1,BLR/EW/CP3/242,Car Parking,4,RMZ EcoWorld,1587,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
